ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID867,axehead (flat/flanged),"Trefriw, Fairy Falls",Wales,219,89,32,12.5,645
ID1354,axehead (flat/flanged),Torksey (parish),England,113.5,52,21,8,164.3
ID5151,axehead (flat/flanged),"Thornham, Lyng Farm, Old Cottage Breck",England,91,45.5,18,9.5,135.5
ID6496,axehead (flat/flanged),"Thornbury, Netherwood Manor?",England,122,62,20,13,227
ID865,axehead (flat/flanged),"Thornbury, Netherwood Manor?",England,165,78,32,10.5,397
ID839,axehead (flat/flanged),Stow-cum-Quy,England,175,79,25,13,612
ID1200,axehead (flat/flanged),"Stockton, The Bake (N of Wylye Down Farm)",England,115.5,73,28,12,567
ID412,axehead (flat/flanged),"Staple Fitzpaine, Castle Neroche",England,112.5,63,23,8.5,238
ID554,axehead (flat/flanged),"Stamfordham, Sherburn Carr",England,153,94,31,9.5,382.6
ID551,axehead (flat/flanged),Stamfordham,England,127,73,27,12,292.3
ID918,axehead (flat/flanged),"St Merryn, Harlyn Bay (Catacluse Point)",England,111,68,22.5,10.5,276
ID1208,axehead (flat/flanged),"St Austell, Tregonjeeves Quarry",England,156,78,30,12,415
ID9826,axehead (flat/flanged),Somerby (parish),England,94,43,24,11,164
ID1589,axehead (flat/flanged),Silsden (parish),England,106.8,51.8,19,10.4,172
ID1590,axehead (flat/flanged),Silsden (parish),England,130,52,23.3,11.9,242
ID946,axehead (flat/flanged),"Shrewsbury, Battlefield",England,115,48,18.5,9,118
ID923,axehead (flat/flanged),Sholing,England,134,95.5,37.5,11,425
ID479,axehead (flat/flanged),Selsey,England,157,95,37,12,552.8
ID11353,axehead (flat/flanged),Salcombe,England,174,96,33,11,494.4
ID11046,axehead (flat/flanged),Ryton (parish),England,69.9,33.1,14.4,6.2,43.58
ID8833,axehead (flat/flanged),Rossett (community),Wales,90.34,50.76,22,11.63,147.5
ID1436,axehead (flat/flanged),Ropley (parish),England,109.1,50.2,19.9,8.9,152
ID1000,axehead (flat/flanged),"Retford/Sutton, Daneshill",England,101.5,49,21.5,12,200
ID1636,axehead (flat/flanged),Redbourn (parish),England,97.1,54.1,19.2,11.8,142.1
ID1686,axehead (flat/flanged),Rainow (parish),England,125,66,23.5,12,239.2
ID293,axehead (flat/flanged),Potarch,Scotland,141,68,29,11.5,68
ID10938,axehead (flat/flanged),Postwick,England,51,29,11.5,5,28.9
ID547,axehead (flat/flanged),Pont Caradog / Brithdir,Wales,131,83,28,12.5,374.8
ID546,axehead (flat/flanged),Pont Caradog / Brithdir,Wales,167,97,32,12,576.5
ID741,axehead (flat/flanged),Pont Caradog / Brithdir,Wales,157,98,35,11,549.8
ID545,axehead (flat/flanged),Pont Caradog / Brithdir,Wales,168,113,35,10,527.8
ID623,axehead (flat/flanged),"Pilling Moss, Bone Hill",England,190,108,33.5,9.5,652
ID10832,axehead (flat/flanged),"Pentney, Golden Gym",England,72,38,14,7.5,66.6
ID11447,axehead (flat/flanged),Penrith Castle?,England,239,126.5,31,16,1000
ID1740,axehead (flat/flanged),"Penrice, Oxwich Bay",Wales,235,132,33,16.5,982
ID6069,axehead (flat/flanged),Penrhyndeudraeth (community),Wales,190,118.8,33,16,920
ID916,axehead (flat/flanged),Pennard (community),Wales,150.4,88.7,26.5,12.5,503.9
ID1352,axehead (flat/flanged),Pendleton (parish),England,104,60,27,18,134.63
ID902,axehead (flat/flanged),"Parwich, Shuttlestone Plantation",England,137,86,26.5,10.5,349
ID454,axehead (flat/flanged),Parwich Moor,England,175.5,93,32.5,12.5,599.2
ID932,axehead (flat/flanged),"Oswestry, Aston Hall",England,110,70,33,12,404
ID927,axehead (flat/flanged),"Oddington, Thornes Farm (near), Oaklands",England,143,84.2,30,9,335.8
ID471,axehead (flat/flanged),"Oddington, Thornes Farm (near), Oaklands",England,152.5,94.5,31,11.7,482.7
ID1169,axehead (flat/flanged),"Norwich, Mile Cross, 6 Rye Close",England,152,85,27,9.5,400
ID857,axehead (flat/flanged),"Norwich, Mile Cross, 6 Rye Close",England,168,97,30,14,510
ID1272,axehead (flat/flanged),Norton Canes (parish),England,107.8,51.5,21,13.7,213
ID860,axehead (flat/flanged),North Muskham (River Trent),England,142,77.5,24.5,11.5,306
ID1122,axehead (flat/flanged),"North End, East Grinstead",England,123.2,65.5,29.2,11.8,351.3
ID739,axehead (flat/flanged),Newport Railway Station (near),Wales,143,78,28.5,12,381
ID740,axehead (flat/flanged),Newport Railway Station (near),Wales,157,93,30,11.7,478
ID1113,axehead (flat/flanged),Newbury (near),England,172,77,32.5,12,520
ID1268,axehead (flat/flanged),Nevern (community),Wales,142.9,58.6,21.1,8.2,253.9
ID1269,axehead (flat/flanged),Nevern (community),Wales,129.3,59.7,26,12.5,240.5
ID824,axehead (flat/flanged),Nettleton (near),England,178,99.5,28.5,14,679
ID907,axehead (flat/flanged),"Myndtown, Asterton Prolley Moor, Fir Tree Farm (Moor Field)",England,103,48,16,12,166
ID903,axehead (flat/flanged),"Millfield, Harthill Stanton",England,125,74.5,30,13,453.5
ID971,axehead (flat/flanged),"Mildenhall, Burnt Fen",England,90,42.5,14.5,11.5,92.3
ID528,axehead (flat/flanged),Mildenhall,England,153.3,89.5,32,11,529.7
ID527,axehead (flat/flanged),Mildenhall,England,160,91.5,28,12,523
ID1080,axehead (flat/flanged),Marston-on-Dove,England,136,79.5,19,12,250
ID1111,axehead (flat/flanged),Markham Moor (or Matlock),England,224,113.5,33.5,14,884.6
ID360,axehead (flat/flanged),Mainshead (smallholdings),Scotland,137,66,27,11,340
ID1082,axehead (flat/flanged),"Maidstone, Medway Brass Works",England,130.5,72,25.5,10.5,270
ID1077,axehead (flat/flanged),Maidenhead and Windsor (River Thames),England,161.5,101,33.5,11,560
ID5158,axehead (flat/flanged),"Lydd, Whitehall Farm, Pioneer Quarry",England,136.5,66.7,23.4,11.5,260.7
ID5156,axehead (flat/flanged),"Lydd, Whitehall Farm, Pioneer Quarry",England,170.5,77.3,28,14.5,511.7
ID5155,axehead (flat/flanged),"Lydd, Whitehall Farm, Pioneer Quarry",England,167.2,81,30,14.5,473.4
ID5157,axehead (flat/flanged),"Lydd, Whitehall Farm, Pioneer Quarry",England,176.5,84.2,27,12.5,518.8
ID5154,axehead (flat/flanged),"Lydd, Whitehall Farm, Pioneer Quarry",England,173.5,88.4,24.8,10.5,427.7
ID745,axehead (flat/flanged),"Long Wittenham Weir (near, River Thames), Appleford(?)",England,159.5,79,28,11.5,390.8
ID8881,axehead (flat/flanged),"Llangurig, Bailey",Wales,215,122,28.5,15,913.2
ID853,axehead (flat/flanged),"Llanglydwen/Cilymaenllwyd, Garnwen Quarry",Wales,170,85,28,12.5,575.5
ID5902,axehead (flat/flanged),"Llandybie, Dinas Hill, Glangwenlais Quarry",Wales,162,97,31,8,503
ID876,axehead (flat/flanged),"Llanddyfnan, Ynys Talwrn",Wales,152,98,28,11,494.8
ID1280,axehead (flat/flanged),Llanbadrig (parish),Wales,150.5,76.9,28.2,14.1,447.8
ID8816,axehead (flat/flanged),"Llanarmon-yn-Ial, Parc Farm (near)",Wales,146,73,23,8,274
ID510,axehead (flat/flanged),Littleport,England,104,68,22.5,9,220.6
ID487,axehead (flat/flanged),Lincoln (River Witham),England,135,60,28,12,283.5
ID504,axehead (flat/flanged),Lewes,England,129.5,97.5,36.5,9.5,437.3
ID430,axehead (flat/flanged),Lansdown,England,136,80,34,12,436.2
ID502,axehead (flat/flanged),Kingston (River Thames),England,135,85.5,29,13,436
ID482,axehead (flat/flanged),Kettering,England,152,97,37.5,12.5,608.9
ID1050,axehead (flat/flanged),"Kentisbeare, Wood Barton",England,139,86,24.5,9.5,401
ID684,axehead (flat/flanged),"Keighley, Farr Ghyll Grange Farm",England,179,105,30,10.6,623
ID744,axehead (flat/flanged),"Ilam, St Bertram?ôs Well",England,221,128,31,11,908.15
ID731,axehead (flat/flanged),"Icklingham, Site of British Village",England,192,101,28.5,12.5,671.2
ID1047,axehead (flat/flanged),"Icklingham, Forest Heath",England,99,72,33,12,335
ID9823,axehead (flat/flanged),Ibstock (parish),England,84,55,24.7,10.5,143.4
ID5500,axehead (flat/flanged),Hounslow,England,116.5,56,20,12.5,209.3
ID1441,axehead (flat/flanged),Hopton Castle (parish),England,146,68.5,22,11,319
ID1044,axehead (flat/flanged),Holme Pierrepoint,England,134,83,34,10.5,386
ID1039,axehead (flat/flanged),"Hockwold-cum-Wilton, Hockwold Fen",England,168.3,99.5,26,11.3,510.2
ID10850,axehead (flat/flanged),"Hockwold-cum-Wilton, Decoy Farm (site 32779)",England,180,83,32.5,15.1,665
ID1028,axehead (flat/flanged),"Hilgay, Great West Fen",England,134.5,77.5,19.7,12.5,283.6
ID458,axehead (flat/flanged),Highlow,England,160,90,27.5,10.5,440
ID11641,axehead (flat/flanged),Hemingby (parish),England,113.5,54.8,24,12.6,282
ID1411,axehead (flat/flanged),Haughton (parish),England,70.5,36.1,16,16,58.7
ID11135,axehead (flat/flanged),Halkyn,Scotland,116.9,74.3,33,7.5,284
ID1702,axehead (flat/flanged),Gringley on the Hill (parish),England,90.3,32.8,19.5,7,64
ID10792,axehead (flat/flanged),Grimston,England,156,76,24,10.4,382
ID1288,axehead (flat/flanged),Goostrey (parish),England,116,57.28,20.27,14.13,194.5
ID1650,axehead (flat/flanged),Glanadda (near),Wales,90.37,40.1,17.5,10.2,110.2
ID1108,axehead (flat/flanged),"Fritchley (near?), Crick",England,175.5,124,32,11,765
ID1017,axehead (flat/flanged),Fordham (near),England,116,61,28,8.5,188
ID1016,axehead (flat/flanged),Fordham (near),England,117,61,23,10,221
ID518,axehead (flat/flanged),Fordham,England,142.5,70,25.5,11,355
ID1163,axehead (flat/flanged),Figheldean-Netheravon (River Avon),England,183.5,108,31,16,813
ID525,axehead (flat/flanged),"Feltwell Fen, Little Oulsham (Context 2)",England,106,62,23,10,202.3
ID1700,axehead (flat/flanged),Feltwell (parish),England,169,90.2,25.2,12,464
ID514,axehead (flat/flanged),Exning,England,120,70.5,32,12,371
ID843,axehead (flat/flanged),Ely (near),England,150,79,23,10.5,382.7
ID206,axehead (flat/flanged),Elgin (near),Scotland,110,47,24,9,140
ID6065,axehead (flat/flanged),"Edinburgh, Holyrood Park, Dunsapie Crag",Scotland,129,60,25,13.5,289.9
ID6064,axehead (flat/flanged),"Edinburgh, Holyrood Park, Dunsapie Crag",Scotland,151,84,32,13,452.8
ID6063,axehead (flat/flanged),"Edinburgh, Holyrood Park, Dunsapie Crag",Scotland,155,88,26,12.3,459
ID6071,axehead (flat/flanged),"Easton Cliffs, Reydon (Covehithe)",England,130,81,27.7,11,342.2
ID6072,axehead (flat/flanged),East Coulston,England,70,40.6,14,5.5,52
ID535,axehead (flat/flanged),"East Bradenham, Leys Farm",England,113.5,71,32,9.5,293.5
ID1299,axehead (flat/flanged),Dyffryn Clydach (community),Wales,155.3,82.3,36,15,507.3
ID1366,axehead (flat/flanged),Durnford (parish),England,52.91,25.82,12.41,5.5,20.82
ID10456,axehead (flat/flanged),Duffus (parish),Scotland,146.5,81,35,10.5,438.4
ID388,axehead (flat/flanged),"Dolwyddelan, Tan-y-bwlch Farm",Wales,132.5,66,20,9,226
ID1001,axehead (flat/flanged),Ditcheat Hill,England,139,89,31,9.5,394
